census_id,csdname,county,system,board_number,board_name,split,n_sources,evidence
3526021,West Lincoln,Niagara,public,B66150,District School Board of Niagara,0,2,crawl|schools
3548055,West Nipissing / Nipissing Ouest,Nipissing,catholic,B29017,Nipissing-Parry Sound Catholic District School Board,0,2,harvest|schools
3548055,West Nipissing / Nipissing Ouest,Nipissing,public,B28037,Near North District School Board,0,4,crawl|harvest|schools|sections
3531025,West Perth,Perth,catholic,B67016,Huron Perth Catholic District School Board,0,1,schools
3531025,West Perth,Perth,public,B66010,Avon Maitland District School Board,0,3,crawl|schools|sections
3507033,Westport,Leeds and Grenville,catholic,B67172,Catholic District School Board of Eastern Ontario,0,1,schools
3507033,Westport,Leeds and Grenville,public,B66192,Upper Canada District School Board,0,1,county-inference
3518009,Whitby,Durham,catholic,B67105,Durham Catholic District School Board,0,2,harvest|schools
3518009,Whitby,Durham,public,B66060,Durham District School Board,0,2,harvest|schools
3519044,Whitchurch-Stouffville,York,catholic,B67075,York Catholic District School Board,0,1,schools
3519044,Whitchurch-Stouffville,York,public,B66095,York Region District School Board,0,1,schools
3557091,White River,Algoma,catholic,B29025,Huron-Superior Catholic District School Board,0,1,schools
3557091,White River,Algoma,public,B28010,Algoma District School Board,0,1,county-inference
3549039,Whitestone,Parry Sound,public,B28037,Near North District School Board,0,2,crawl|schools
3547056,Whitewater Region,Renfrew,catholic,B67199,Renfrew County Catholic District School Board,0,1,schools
3547056,Whitewater Region,Renfrew,public,B66214,Renfrew County District School Board,0,1,schools
3530020,Wilmot,Waterloo,catholic,B67148,Waterloo Catholic District School Board,0,3,crawl|schools|sections
3530020,Wilmot,Waterloo,public,B66176,Waterloo Region District School Board,0,3,crawl|schools|sections
3537039,Windsor,Essex,catholic,B67024,Windsor-Essex Catholic District School Board,0,2,harvest|schools
3537039,Windsor,Essex,public,B66028,Greater Essex County District School Board,0,2,harvest|schools
3512054,Wollaston,Hastings,catholic,B67202,Algonquin and Lakeshore Catholic District School Board,0,1,county-inference
3512054,Wollaston,Hastings,public,B66222,Hastings & Prince Edward District School Board,0,1,schools
3532042,Woodstock,Oxford,catholic,B67032,London District Catholic School Board,0,1,schools
3532042,Woodstock,Oxford,public,B66044,Thames Valley District School Board,0,1,schools
3530035,Woolwich,Waterloo,catholic,B67148,Waterloo Catholic District School Board,0,2,crawl|schools
3530035,Woolwich,Waterloo,public,B66176,Waterloo Region District School Board,0,3,crawl|schools|sections
3532027,Zorra,Oxford,catholic,B67032,London District Catholic School Board,0,1,county-inference
3532027,Zorra,Oxford,public,B66044,Thames Valley District School Board,0,1,schools
